Region;Year;Professional groups;Age Group;Total ;Women;Men;Gender Pay Gap;;;;;;;;
Midlands;2018;Assembly occupations;<= 29;4 888;4 399;5 143; 744;;;;;;;;
Midlands;2018;Driving vehicles and operating mobile equipment;<= 29;5 034;4 815;5 045; 230;;;;;;;;
Midlands;2018;Auxiliary workers;<= 29;4 763;4 490;4 926; 436;;;;;;;;
Midlands;2018;Cleaning staff and unskilled workers;<= 29;4 049;3 906;4 306; 400;;;;;;;;
Midlands;2018;Auxiliary workers in mining, construction, production of goods and transportation;<= 29;4 977;4 384;5 139; 755;;;;;;;;
Midlands;2018;Total ;30 - 49;6 750;6 334;7 014; 680;;;;;;;;
Midlands;2018;Executives;30 - 49;9 121;8 208;9 447;1 239;;;;;;;;
Midlands;2018;Managing directors, board members, senior administrative staff and legislative bodies;30 - 49;9 987;9 254;10 349;1 095;;;;;;;;
Midlands;2018;Managers in the commercial sector;30 - 49;9 633;8 680;10 160;1 480;;;;;;;;
Midlands;2018;Managers in production and specialized services;30 - 49;8 815;7 829;9 167;1 338;;;;;;;;
Midlands;2018;Managers in hotels, restaurants, retail and other services services;30 - 49;5 638;5 176;6 190;1 014;;;;;;;;
Midlands;2018;Intellectual and scientific professions;30 - 49;8 593;8 262;8 855; 593;;;;;;;;
Midlands;2018;Scientists, mathematicians and engineers;30 - 49;8 453;7 333;8 615;1 282;;;;;;;;
Midlands;2018;Specialists in health professions;30 - 49;7 973;7 521;9 224;1 703;;;;;;;;
Midlands;2018;Teachers;30 - 49;8 990;8 817;9 413; 596;;;;;;;;
Midlands;2018;Business economists and similar specialists;30 - 49;7 263;7 222;7 322; 100;;;;;;;;
Midlands;2018;Specialists in information and communication technology;30 - 49;9 050;8 372;9 274; 902;;;;;;;;
Midlands;2018;Lawyers, social scientists and cultural professions;30 - 49;8 038;7 884;8 377; 493;;;;;;;;
Midlands;2018;Technicians and equivalent non-technical professions;30 - 49;7 007;6 607;7 370; 763;;;;;;;;
Midlands;2018;Engineering and comparable specialists;30 - 49;7 105;6 773;7 181; 408;;;;;;;;
Midlands;2018;Assistant professions in the healthcare sector;30 - 49;6 746;6 686;7 165; 479;;;;;;;;
Midlands;2018;Business management and commercial specialists and administrative specialists;30 - 49;6 918;6 547;7 790;1 243;;;;;;;;
Midlands;2018;Legal, social, cultural and related professionals;30 - 49;6 909;6 667;7 093; 426;;;;;;;;
Midlands;2018;Information and communication technicians;30 - 49;6 196;5 283;6 775;1 492;;;;;;;;
Midlands;2018;Office workers and related professions;30 - 49;5 838;5 845;5 835;- 10;;;;;;;;
Midlands;2018;General office and secretarial staff;30 - 49;6 052;6 000;6 362; 362;;;;;;;;
Midlands;2018;Office staff with customer contact;30 - 49;5 575;5 329;5 835; 506;;;;;;;;
Midlands;2018;Office staff in finance and accounting, statistics and materials management;30 - 49;5 783;5 897;5 735;- 162;;;;;;;;
Midlands;2018;Other office workers and related occupations;30 - 49;5 702;5 456;5 805; 349;;;;;;;;
Midlands;2018;Service professions and salespersons;30 - 49;5 196;4 850;5 990;1 140;;;;;;;;
Midlands;2018;Occupations in the field of personal services;30 - 49;4 681;4 457;5 055; 598;;;;;;;;
Midlands;2018;Sales staff;30 - 49;5 260;4 706;6 625;1 919;;;;;;;;
Midlands;2018;Caring professions;30 - 49;5 354;5 324;5 474; 150;;;;;;;;
Midlands;2018;Protection and security workers;30 - 49;7 190;6 833;7 274; 441;;;;;;;;
Midlands;2018;Skilled workers in agriculture, forestry and fishing;30 - 49;5 558;4 813;5 653; 840;;;;;;;;
Midlands;2018;Skilled workers in agriculture;30 - 49;5 347;4 813;5 478; 665;;;;;;;;
Midlands;2018;Craft and related trades;30 - 49;5 898;4 976;5 996;1 020;;;;;;;;
Midlands;2018;Construction and finishing workers and related occupations, excl. Electricians;30 - 49;5 969;5 592;5 970; 378;;;;;;;;
Midlands;2018;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;30 - 49;6 050;4 793;6 118;1 325;;;;;;;;
Midlands;2018;Precision craftsmen and women, printers and artisans;30 - 49;5 586;5 081;6 079; 998;;;;;;;;
Midlands;2018;Electricians and electronics technicians;30 - 49;6 132;*;6 148;#WERT!;;;;;;;;
Midlands;2018;Food processing, clothing production and related skilled trades;30 - 49;5 469;4 820;5 628; 808;;;;;;;;
Midlands;2018;Operating plant and machinery and assembly occupations;30 - 49;5 660;4 770;5 813;1 043;;;;;;;;
Midlands;2018;Operating stationary plant and machinery;30 - 49;5 620;4 752;5 992;1 240;;;;;;;;
Midlands;2018;Assembly occupations;30 - 49;5 595;4 702;5 881;1 179;;;;;;;;
Midlands;2018;Driving vehicles and operating mobile equipment;30 - 49;5 688;5 436;5 695; 259;;;;;;;;
Midlands;2018;Auxiliary workers;30 - 49;5 312;4 551;5 666;1 115;;;;;;;;
Midlands;2018;Cleaning staff and unskilled workers;30 - 49;4 350;4 259;4 845; 586;;;;;;;;
Midlands;2018;Auxiliary workers in mining, construction, production of goods and transportation;30 - 49;5 474;4 417;5 645;1 228;;;;;;;;
Midlands;2018;Total ;>= 50;7 260;6 396;7 798;1 402;;;;;;;;
Midlands;2018;Executives;>= 50;10 605;8 812;11 001;2 189;;;;;;;;
Midlands;2018;Managing directors, board members, senior administrative staff and legislative bodies;>= 50;11 370;9 818;11 687;1 869;;;;;;;;
Midlands;2018;Managers in the commercial sector;>= 50;11 197;9 524;11 638;2 114;;;;;;;;
Midlands;2018;Managers in production and specialized services;>= 50;9 893;8 883;10 291;1 408;;;;;;;;
Midlands;2018;Managers in hotels, restaurants, retail and other services services;>= 50;6 017;5 338;6 757;1 419;;;;;;;;
Midlands;2018;Intellectual and scientific professions;>= 50;10 110;9 553;10 811;1 258;;;;;;;;
Midlands;2018;Scientists, mathematicians and engineers;>= 50;10 257;8 948;10 317;1 369;;;;;;;;
Midlands;2018;Specialists in health professions;>= 50;11 323;8 553;15 000;6 447;;;;;;;;
Midlands;2018;Teachers;>= 50;10 411;9 778;11 512;1 734;;;;;;;;
Midlands;2018;Business economists and similar specialists;>= 50;8 001;7 221;8 466;1 245;;;;;;;;
Midlands;2018;Specialists in information and communication technology;>= 50;10 528;9 670;10 800;1 130;;;;;;;;
Midlands;2018;Lawyers, social scientists and cultural professions;>= 50;9 563;8 873;10 604;1 731;;;;;;;;
Midlands;2018;Technicians and equivalent non-technical professions;>= 50;7 624;7 089;8 162;1 073;;;;;;;;
Midlands;2018;Engineering and comparable specialists;>= 50;7 687;7 074;7 763; 689;;;;;;;;
Midlands;2018;Assistant professions in the healthcare sector;>= 50;7 418;7 360;7 668; 308;;;;;;;;
Midlands;2018;Business management and commercial specialists and administrative specialists;>= 50;7 403;6 742;8 612;1 870;;;;;;;;
Midlands;2018;Legal, social, cultural and related professionals;>= 50;7 611;6 981;8 195;1 214;;;;;;;;
Midlands;2018;Information and communication technicians;>= 50;6 769;5 500;7 889;2 389;;;;;;;;
Midlands;2018;Office workers and related professions;>= 50;6 065;6 070;6 062;- 8;;;;;;;;
Midlands;2018;General office and secretarial staff;>= 50;6 514;6 431;7 327; 896;;;;;;;;
Midlands;2018;Office staff with customer contact;>= 50;5 962;5 770;6 126; 356;;;;;;;;
Midlands;2018;Office staff in finance and accounting, statistics and materials management;>= 50;6 253;5 808;6 448; 640;;;;;;;;
Midlands;2018;Other office workers and related occupations;>= 50;5 891;5 686;5 944; 258;;;;;;;;
Midlands;2018;Service professions and salespersons;>= 50;5 401;5 048;6 698;1 650;;;;;;;;
Midlands;2018;Occupations in the field of personal services;>= 50;5 117;4 695;6 260;1 565;;;;;;;;
Midlands;2018;Sales staff;>= 50;5 100;4 679;7 167;2 488;;;;;;;;
Midlands;2018;Caring professions;>= 50;5 583;5 540;6 234; 694;;;;;;;;
Midlands;2018;Protection and security workers;>= 50;7 729;6 120;8 190;2 070;;;;;;;;
Midlands;2018;Skilled workers in agriculture, forestry and fishing;>= 50;6 055;*;6 226;#WERT!;;;;;;;;
Midlands;2018;Skilled workers in agriculture;>= 50;5 929;*;6 099;#WERT!;;;;;;;;
Midlands;2018;Craft and related trades;>= 50;6 366;5 000;6 553;1 553;;;;;;;;
Midlands;2018;Construction and finishing workers and related occupations, excl. Electricians;>= 50;6 290;4 989;6 341;1 352;;;;;;;;
Midlands;2018;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;>= 50;6 566;4 984;6 663;1 679;;;;;;;;
Midlands;2018;Precision craftsmen and women, printers and artisans;>= 50;6 136;5 211;6 574;1 363;;;;;;;;
Midlands;2018;Electricians and electronics technicians;>= 50;7 010;*;7 043;#WERT!;;;;;;;;
Midlands;2018;Food processing, clothing production and related skilled trades;>= 50;5 830;4 962;6 336;1 374;;;;;;;;
Midlands;2018;Operating plant and machinery and assembly occupations;>= 50;6 195;4 796;6 383;1 587;;;;;;;;
Midlands;2018;Operating stationary plant and machinery;>= 50;5 829;4 621;6 313;1 692;;;;;;;;
Midlands;2018;Assembly occupations;>= 50;5 975;4 806;6 500;1 694;;;;;;;;
Midlands;2018;Driving vehicles and operating mobile equipment;>= 50;6 382;5 460;6 403; 943;;;;;;;;
Midlands;2018;Auxiliary workers;>= 50;5 534;4 857;5 944;1 087;;;;;;;;
Midlands;2018;Cleaning staff and unskilled workers;>= 50;4 799;4 680;5 287; 607;;;;;;;;
Midlands;2018;Auxiliary workers in mining, construction, production of goods and transportation;>= 50;5 681;4 627;5 911;1 284;;;;;;;;
Midlands;2016;Total ;total ;6 426  ;5 907  ;6 785  ; 878;;;;;;;;
Midlands;2016;Executives;total ;9 442  ;8 080  ;9 910  ;1 830;;;;;;;;
Midlands;2016;Managing directors, board members, senior administrative staff and legislative bodies;total ;10 316  ;9 152  ;10 632  ;1 480;;;;;;;;
Midlands;2016;Managers in the commercial sector;total ;9 778  ;8 353  ;10 659  ;2 306;;;;;;;;
Midlands;2016;Managers in production and specialized services;total ;8 701  ;7 734  ;9 045  ;1 311;;;;;;;;
Midlands;2016;Managers in hotels, restaurants, retail and other services services;total ;5 460 ;4 900  ;5 860 ;#WERT!;;;;;;;;
Midlands;2016;Intellectual and scientific professions;total ;8 397  ;7 968  ;8 795  ; 827;;;;;;;;
Midlands;2016;Scientists, mathematicians and engineers;total ;7 901  ;6 696  ;8 193  ;1 497;;;;;;;;
Midlands;2016;Specialists in health professions;total ;7 541  ;7 222  ;8 450  ;1 228;;;;;;;;
Midlands;2016;Teachers;total ;9 188  ;8 778  ;9 953  ;1 175;;;;;;;;
Midlands;2016;Business economists and similar specialists;total ;6 905  ;6 631  ;7 059  ; 428;;;;;;;;
Midlands;2016;Specialists in information and communication technology;total ;9 258  ;8 619  ;9 305  ; 686;;;;;;;;
Midlands;2016;Lawyers, social scientists and cultural professions;total ;8 120  ;7 959  ;8 376  ; 417;;;;;;;;
Midlands;2016;Technicians and equivalent non-technical professions;total ;6 822  ;6 340  ;7 268  ; 928;;;;;;;;
Midlands;2016;Engineering and comparable specialists;total ;6 992  ;6 112  ;7 100  ; 988;;;;;;;;
Midlands;2016;Assistant professions in the healthcare sector;total ;6 493  ;6 428  ;6 951  ; 523;;;;;;;;
Midlands;2016;Business management and commercial specialists and administrative specialists;total ;6 763  ;6 345  ;7 516  ;1 171;;;;;;;;
Midlands;2016;Legal, social, cultural and related professionals;total ;6 821  ;6 564  ;7 005  ; 441;;;;;;;;
Midlands;2016;Information and communication technicians;total ;5 696  ;5 071  ;6 402  ;1 331;;;;;;;;
Midlands;2016;Office workers and related professions;total ;5 839  ;5 792  ;5 875  ; 83;;;;;;;;
Midlands;2016;General office and secretarial staff;total ;6 053  ;5 979  ;6 499  ; 520;;;;;;;;
Midlands;2016;Office staff with customer contact;total ;5 704  ;5 437  ;5 931  ; 494;;;;;;;;
Midlands;2016;Office staff in finance and accounting, statistics and materials management;total ;5 648  ;5 576  ;5 669  ; 93;;;;;;;;
Midlands;2016;Other office workers and related occupations;total ;5 804  ;5 497  ;5 858  ; 361;;;;;;;;
Midlands;2016;Service professions and salespersons;total ;4 913  ;4 681  ;5 656  ; 975;;;;;;;;
Midlands;2016;Occupations in the field of personal services;total ;4 540  ;4 357  ;5 022  ; 665;;;;;;;;
Midlands;2016;Sales staff;total ;4 679  ;4 490  ;5 496  ;1 006;;;;;;;;
Midlands;2016;Caring professions;total ;5 242  ;5 213  ;5 470  ; 257;;;;;;;;
Midlands;2016;Protection and security workers;total ;6 690  ;6 177  ;6 767  ; 590;;;;;;;;
Midlands;2016;Skilled workers in agriculture, forestry and fishing;total ;5 088  ;4 610  ;5 200  ; 590;;;;;;;;
Midlands;2016;Skilled workers in agriculture;total ;5 047  ;4 610  ;5 158  ; 548;;;;;;;;
Midlands;2016;Craft and related trades;total ;5 713  ;4 771  ;5 829  ;1 058;;;;;;;;
Midlands;2016;Construction and finishing workers and related occupations, excl. Electricians;total ;5 800  ;5 026  ;5 831  ; 805;;;;;;;;
Midlands;2016;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;total ;5 811  ;4 888  ;5 881  ; 993;;;;;;;;
Midlands;2016;Precision craftsmen and women, printers and artisans;total ;5 421  ;4 824  ;5 943  ;1 119;;;;;;;;
Midlands;2016;Electricians and electronics technicians;total ;5 686  ;4 810  ;5 695  ; 885;;;;;;;;
Midlands;2016;Food processing, clothing production and related skilled trades;total ;5 261  ;4 572  ;5 516  ; 944;;;;;;;;
Midlands;2016;Operating plant and machinery and assembly occupations;total ;5 661  ;4 803  ;5 821  ;1 018;;;;;;;;
Midlands;2016;Operating stationary plant and machinery;total ;5 536  ;4 777  ;5 829  ;1 052;;;;;;;;
Midlands;2016;Assembly occupations;total ;5 380  ;4 734  ;5 656  ; 922;;;;;;;;
Midlands;2016;Driving vehicles and operating mobile equipment;total ;5 856  ;5 167  ;5 878  ; 711;;;;;;;;
Midlands;2016;Auxiliary workers;total ;5 223  ;4 807  ;5 486  ; 679;;;;;;;;
Midlands;2016;Cleaning staff and unskilled workers;total ;4 394  ;4 333  ;4 908  ; 575;;;;;;;;
Midlands;2016;Auxiliary workers in mining, construction, production of goods and transportation;total ;5 402  ;4 588  ;5 562  ; 974;;;;;;;;
Midlands;2016;Total ;<= 29;5 121  ;4 976  ;5 213  ; 237;;;;;;;;
Midlands;2016;Executives;<= 29;6 240  ;6 088  ;6 344  ; 256;;;;;;;;
Midlands;2016;Managing directors, board members, senior administrative staff and legislative bodies;<= 29;6 041  ;6 090  ;5 963  ;- 127;;;;;;;;
Midlands;2016;Managers in the commercial sector;<= 29;6 282  ;6 402  ;6 129  ;- 273;;;;;;;;
Midlands;2016;Managers in production and specialized services;<= 29;6 211  ;6 203  ;6 214  ; 11;;;;;;;;
Midlands;2016;Managers in hotels, restaurants, retail and other services services;<= 29;4 330  ;4 304  ;*  ;#WERT!;;;;;;;;
Midlands;2016;Intellectual and scientific professions;<= 29;6 188  ;6 214  ;6 178  ;- 36;;;;;;;;
Midlands;2016;Scientists, mathematicians and engineers;<= 29;6 187  ;5 532  ;6 325  ; 793;;;;;;;;
Midlands;2016;Specialists in health professions;<= 29;6 318  ;6 215  ;6 588  ; 373;;;;;;;;
Midlands;2016;Teachers;<= 29;6 495  ;6 540  ;6 090  ;- 450;;;;;;;;
Midlands;2016;Business economists and similar specialists;<= 29;5 182  ;5 413  ;5 055  ;- 358;;;;;;;;
Midlands;2016;Specialists in information and communication technology;<= 29;6 175  ;5 895  ;6 190  ; 295;;;;;;;;
Midlands;2016;Lawyers, social scientists and cultural professions;<= 29;5 830  ;6 066  ;5 558  ;- 508;;;;;;;;
Midlands;2016;Technicians and equivalent non-technical professions;<= 29;5 392  ;5 262  ;5 567  ; 305;;;;;;;;
Midlands;2016;Engineering and comparable specialists;<= 29;5 569  ;5 113  ;5 632  ; 519;;;;;;;;
Midlands;2016;Assistant professions in the healthcare sector;<= 29;5 744  ;5 730  ;5 980  ; 250;;;;;;;;
Midlands;2016;Business management and commercial specialists and administrative specialists;<= 29;5 262  ;5 199  ;5 433  ; 234;;;;;;;;
Midlands;2016;Legal, social, cultural and related professionals;<= 29;5 194  ;5 025 ;5 317  ;#WERT!;;;;;;;;
Midlands;2016;Information and communication technicians;<= 29;4 735 ;4 575 ;5 011  ;#WERT!;;;;;;;;
Midlands;2016;Office workers and related professions;<= 29;4 878  ;4 881  ;4 868  ;- 13;;;;;;;;
Midlands;2016;General office and secretarial staff;<= 29;4 872  ;4 872  ;4 872  ; 0;;;;;;;;
Midlands;2016;Office staff with customer contact;<= 29;4 998  ;4 942  ;5 109  ; 167;;;;;;;;
Midlands;2016;Office staff in finance and accounting, statistics and materials management;<= 29;4 849  ;4 998  ;4 755  ;- 243;;;;;;;;
Midlands;2016;Other office workers and related occupations;<= 29;4 871  ;4 941  ;4 831  ;- 110;;;;;;;;
Midlands;2016;Service professions and salespersons;<= 29;4 435  ;4 360  ;4 641  ; 281;;;;;;;;
Midlands;2016;Occupations in the field of personal services;<= 29;4 191  ;4 165  ;4 255  ; 90;;;;;;;;
Midlands;2016;Sales staff;<= 29;4 405  ;4 330  ;4 672  ; 342;;;;;;;;
Midlands;2016;Caring professions;<= 29;4 804  ;4 787  ;4 893  ; 106;;;;;;;;
Midlands;2016;Protection and security workers;<= 29;5 813  ;5 729  ;5 845  ; 116;;;;;;;;
Midlands;2016;Skilled workers in agriculture, forestry and fishing;<= 29;4 678  ;*  ;4 738  ;#WERT!;;;;;;;;
Midlands;2016;Skilled workers in agriculture;<= 29;4 678  ;*  ;4 701  ;#WERT!;;;;;;;;
Midlands;2016;Craft and related trades;<= 29;5 036  ;4 539  ;5 090  ; 551;;;;;;;;
Midlands;2016;Construction and finishing workers and related occupations, excl. Electricians;<= 29;5 303  ;5 190  ;5 315  ; 125;;;;;;;;
Midlands;2016;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;<= 29;4 893  ;4 695  ;4 899  ; 204;;;;;;;;
Midlands;2016;Precision craftsmen and women, printers and artisans;<= 29;4 810  ;4 549  ;5 067  ; 518;;;;;;;;
Midlands;2016;Electricians and electronics technicians;<= 29;5 078  ;*  ;5 078  ;#WERT!;;;;;;;;
Midlands;2016;Food processing, clothing production and related skilled trades;<= 29;4 484  ;4 332  ;4 745  ; 413;;;;;;;;
Midlands;2016;Operating plant and machinery and assembly occupations;<= 29;4 857  ;4 537  ;4 958  ; 421;;;;;;;;
Midlands;2016;Operating stationary plant and machinery;<= 29;4 921  ;4 481  ;4 995  ; 514;;;;;;;;
Midlands;2016;Assembly occupations;<= 29;4 932  ;4 513  ;5 122  ; 609;;;;;;;;
