Year,Region,Industry,Professional Position Category,Gross Pay Total,Gross Pay Women,Gross Pay Men,Gender Pay Gap
2020,Zurich,SECTOR 2 PRODUCTION,Total ,6885,6157,7040,883
,,,,6139,0,6139,6139
2020,Zurich,Manufacturing of Goods,Total ,6990,5912,7351,1439
2020,Zurich,Waste disposal,Total ,6858,6654,6883,229
2020,Zurich,Construction ,Total ,6718,6605,6731,126
2020,Zurich,SECTOR 3 SERVICES ,Total ,7166,6469,7978,1509
2020,Zurich,Wholesale and retail trade,Total ,5590,5032,6435,1403
2020,Zurich,Transportation and storage,Total ,6603,5950,6838,888
2020,Zurich,Hotels and restaurants,Total ,4606,4469,4713,244
2020,Zurich,Information and communication,Total ,9748,8126,10301,2175
2020,Zurich,Financial and insurance services,Total ,10424,8717,11575,2858
2020,Zurich,Professional services,Total ,8288,7403,9246,1843
2020,Zurich,Other business services,Total ,5373,4549,5841,1292
2020,Zurich,Health and social work,Total ,6726,6510,7420,910
2020,Zurich,Arts and recreation,Total ,6790,6461,7095,634
2020,Zurich,Other service activities,Total ,6682,6193,7588,1395
2020,Zurich,TOTAL,T/U/M Management,11475,10000,12321,2321
2020,Zurich,SECTOR 2 PRODUCTION,T/U/M Management,10254,8103,10632,2529
,,,,0,0,0,0
2020,Zurich,Manufacturing of Goods,T/U/M Management,10711,8462,10952,2490
,,,,8671,0,8250,8250
2020,Zurich,Construction ,T/U/M Management,9514,7363,9787,2424
2020,Zurich,SECTOR 3 SERVICES ,T/U/M Management,11640,10086,12608,2522
2020,Zurich,Wholesale and retail trade,T/U/M Management,10415,8864,11001,2137
2020,Zurich,Transportation and storage,T/U/M Management,11006,9907,11314,1407
2020,Zurich,Hotels and restaurants,T/U/M Management,6730,6164,7000,836
2020,Zurich,Information and communication,T/U/M Management,11705,9328,12297,2969
2020,Zurich,Financial and insurance services,T/U/M Management,15081,13090,15877,2787
2020,Zurich,Professional services,T/U/M Management,13072,10981,13711,2730
2020,Zurich,Other business services,T/U/M Management,9387,9224,9394,170
2020,Zurich,Health and social work,T/U/M Management,10322,9337,12035,2698
2020,Zurich,Arts and recreation,T/U/M Management,9080,8093,9654,1561
2020,Zurich,Other service activities,T/U/M Management,9315,8034,10315,2281
2020,Zurich,TOTAL,Lower management,9524,8698,10036,1338
2020,Zurich,SECTOR 2 PRODUCTION,Lower management,8602,7785,8762,977
,,,,0,0,0,0
2020,Zurich,Manufacturing of Goods,Lower management,8571,7833,8762,929
,,,,9105,0,9076,9076
2020,Zurich,Construction ,Lower management,8315,7040,8402,1362
2020,Zurich,SECTOR 3 SERVICES ,Lower management,9687,8744,10338,1594
2020,Zurich,Wholesale and retail trade,Lower management,8454,7301,9091,1790
2020,Zurich,Transportation and storage,Lower management,9008,8700,9220,520
2020,Zurich,Hotels and restaurants,Lower management,5788,5737,5826,89
2020,Zurich,Information and communication,Lower management,11983,10855,12157,1302
2020,Zurich,Financial and insurance services,Lower management,10804,10176,11111,935
2020,Zurich,Professional services,Lower management,10379,9568,10815,1247
2020,Zurich,Other business services,Lower management,7582,6547,8009,1462
2020,Zurich,Health and social work,Lower management,8154,7891,8973,1082
2020,Zurich,Arts and recreation,Lower management,7939,7403,8456,1053
2020,Zurich,Other service activities,Lower management,8234,7907,8758,851
2020,Zurich,TOTAL,Lowest management,7993,7365,8421,1056
2020,Zurich,SECTOR 2 PRODUCTION,Lowest management,7909,7251,7937,686
,,,,0,0,0,0
2020,Zurich,Manufacturing of Goods,Lowest management,7791,6904,7937,1033
,,,,0,0,0,0
2020,Zurich,Construction ,Lowest management,7930,8536,7909,-627
2020,Zurich,SECTOR 3 SERVICES ,Lowest management,8026,7368,8638,1270
2020,Zurich,Wholesale and retail trade,Lowest management,6967,6365,7576,1211
2020,Zurich,Transportation and storage,Lowest management,6829,6401,6918,517
2020,Zurich,Hotels and restaurants,Lowest management,5130,4980,5278,298
2020,Zurich,Information and communication,Lowest management,10948,9610,11212,1602
2020,Zurich,Financial and insurance services,Lowest management,10197,9524,10712,1188
2020,Zurich,Professional services,Lowest management,8332,8057,8712,655
2020,Zurich,Other business services,Lowest management,6717,6631,6782,151
2020,Zurich,Health and social work,Lowest management,7340,7005,8032,1027
2020,Zurich,Arts and recreation,Lowest management,8106,7894,8397,503
2020,Zurich,Other service activities,Lowest management,7150,6403,7796,1393
2020,Zurich,TOTAL,No management,6166,5706,6499,793
2020,Zurich,SECTOR 2 PRODUCTION,No management,6395,5792,6508,716
,,,,5871,0,5807,5807
2020,Zurich,Manufacturing of Goods,No management,6394,5583,6715,1132
2020,Zurich,Waste disposal,No management,6341,6471,6292,-179
2020,Zurich,Construction ,No management,6355,6371,6353,-18
2020,Zurich,SECTOR 3 SERVICES ,No management,6083,5698,6496,798
2020,Zurich,Wholesale and retail trade,No management,5160,4873,5737,864
2020,Zurich,Transportation and storage,No management,6205,5592,6388,796
2020,Zurich,Hotels and restaurants,No management,4380,4332,4429,97
2020,Zurich,Information and communication,No management,8726,7529,9271,1742
2020,Zurich,Financial and insurance services,No management,7377,7057,7904,847
2020,Zurich,Professional services,No management,6995,6722,7292,570
2020,Zurich,Other business services,No management,5035,4370,5480,1110
2020,Zurich,Health and social work,No management,6333,6257,6602,345
2020,Zurich,Arts and recreation,No management,6290,6104,6429,325
2020,Zurich,Other service activities,No management,5883,5546,6495,949
2018,Zurich,TOTAL,Total ,6965,6293,7500,1207
2018,Zurich,SECTOR 2 PRODUCTION,Total ,6766,6064,6902,838
,,,,0,0,0,0
2018,Zurich,Manufacturing of Goods,Total ,6878,5759,7239,1480
2018,Zurich,Waste disposal,Total ,6604,6604,6597,-7
2018,Zurich,Construction ,Total ,6601,6585,6604,19
2018,Zurich,SECTOR 3 SERVICES ,Total ,7026,6321,7799,1478
2018,Zurich,Wholesale and retail trade,Total ,5563,4890,6475,1585
2018,Zurich,Transportation and storage,Total ,6418,5873,6607,734
2018,Zurich,Hotels and restaurants,Total ,4554,4414,4644,230
2018,Zurich,Information and communication,Total ,9384,7960,9890,1930
2018,Zurich,Financial and insurance services,Total ,10159,8176,11627,3451
2018,Zurich,Professional services,Total ,8529,7479,9533,2054
2018,Zurich,Other business services,Total ,5248,4610,5588,978
2018,Zurich,Health and social work,Total ,6723,6511,7364,853
2018,Zurich,Arts and recreation,Total ,6878,6404,7298,894
2018,Zurich,Other service activities,Total ,6531,6044,7262,1218
2018,Zurich,TOTAL,T/U/M Management,11133,9587,12138,2551
2018,Zurich,SECTOR 2 PRODUCTION,T/U/M Management,10584,8037,10791,2754
,,,,0,0,0,0
2018,Zurich,Manufacturing of Goods,T/U/M Management,10790,9112,11250,2138
,,,,11389,0,11192,11192
2018,Zurich,Construction ,T/U/M Management,10000,7549,10314,2765
2018,Zurich,SECTOR 3 SERVICES ,T/U/M Management,11207,9612,12381,2769
2018,Zurich,Wholesale and retail trade,T/U/M Management,9524,7043,10401,3358
2018,Zurich,Transportation and storage,T/U/M Management,10770,9958,10917,959
2018,Zurich,Hotels and restaurants,T/U/M Management,6259,6026,6366,340
2018,Zurich,Information and communication,T/U/M Management,11733,9486,12474,2988
2018,Zurich,Financial and insurance services,T/U/M Management,16921,13571,17579,4008
2018,Zurich,Professional services,T/U/M Management,13255,12039,13753,1714
2018,Zurich,Other business services,T/U/M Management,9597,8565,10296,1731
2018,Zurich,Health and social work,T/U/M Management,10500,9620,11496,1876
2018,Zurich,Arts and recreation,T/U/M Management,10275,9272,10777,1505
2018,Zurich,Other service activities,T/U/M Management,8666,7971,9473,1502
2018,Zurich,TOTAL,Lower management,9479,8521,10041,1520
2018,Zurich,SECTOR 2 PRODUCTION,Lower management,8882,8330,9010,680
,,,,0,0,0,0
2018,Zurich,Manufacturing of Goods,Lower management,9124,8333,9296,963
,,,,9097,0,9097,9097
2018,Zurich,Construction ,Lower management,8278,8306,8243,-63
2018,Zurich,SECTOR 3 SERVICES ,Lower management,9552,8537,10254,1717
2018,Zurich,Wholesale and retail trade,Lower management,7992,6750,9161,2411
2018,Zurich,Transportation and storage,Lower management,9358,9178,9462,284
2018,Zurich,Hotels and restaurants,Lower management,5557,5226,5608,382
2018,Zurich,Information and communication,Lower management,11300,10348,11473,1125
2018,Zurich,Financial and insurance services,Lower management,11111,10188,11703,1515
2018,Zurich,Professional services,Lower management,10254,9512,10652,1140
2018,Zurich,Other business services,Lower management,7584,6942,7881,939
2018,Zurich,Health and social work,Lower management,8157,7951,8671,720
2018,Zurich,Arts and recreation,Lower management,7580,7051,9033,1982
2018,Zurich,Other service activities,Lower management,8286,7697,8936,1239
2018,Zurich,TOTAL,Lowest management,7717,7062,8145,1083
2018,Zurich,SECTOR 2 PRODUCTION,Lowest management,7583,6651,7694,1043
,,,,0,0,0,0
2018,Zurich,Manufacturing of Goods,Lowest management,7317,6653,7479,826
,,,,7169,0,7174,7174
2018,Zurich,Construction ,Lowest management,7829,6480,7897,1417
2018,Zurich,SECTOR 3 SERVICES ,Lowest management,7747,7086,8292,1206
2018,Zurich,Wholesale and retail trade,Lowest management,6576,5857,7471,1614
2018,Zurich,Transportation and storage,Lowest management,7433,7356,7549,193
2018,Zurich,Hotels and restaurants,Lowest management,5156,5009,5322,313
2018,Zurich,Information and communication,Lowest management,9519,8334,9899,1565
2018,Zurich,Financial and insurance services,Lowest management,9603,8708,10194,1486
2018,Zurich,Professional services,Lowest management,8432,8095,8650,555
2018,Zurich,Other business services,Lowest management,6200,6079,6330,251
2018,Zurich,Health and social work,Lowest management,6956,6818,7164,346
2018,Zurich,Arts and recreation,Lowest management,7714,7336,8011,675
2018,Zurich,Other service activities,Lowest management,6782,6529,7043,514
2018,Zurich,TOTAL,No management,6086,5602,6402,800
2018,Zurich,SECTOR 2 PRODUCTION,No management,6324,5704,6434,730
,,,,0,0,0,0
2018,Zurich,Manufacturing of Goods,No management,6389,5517,6682,1165
2018,Zurich,Waste disposal,No management,6158,6290,6148,-142
2018,Zurich,Construction ,No management,6261,6392,6253,-139
2018,Zurich,SECTOR 3 SERVICES ,No management,5984,5589,6382,793
2018,Zurich,Wholesale and retail trade,No management,5077,4747,5778,1031
2018,Zurich,Transportation and storage,No management,6139,5574,6283,709
2018,Zurich,Hotels and restaurants,No management,4346,4311,4423,112
2018,Zurich,Information and communication,No management,8377,7286,8937,1651
2018,Zurich,Financial and insurance services,No management,7395,6973,8141,1168
2018,Zurich,Professional services,No management,7085,6761,7434,673
2018,Zurich,Other business services,No management,4970,4375,5303,928
2018,Zurich,Health and social work,No management,6286,6205,6572,367
2018,Zurich,Arts and recreation,No management,6413,5873,6775,902
2018,Zurich,Other service activities,No management,5701,5267,6265,998
2016,Zurich,TOTAL,Total ,6869,6191,7406,1215
2016,Zurich,SECTOR 2 PRODUCTION,Total ,6583,5772,6730,958
,,,,6423,0,6342,6342
2016,Zurich,Manufacturing of Goods,Total ,6542,5410,6923,1513
2016,Zurich,Waste disposal,Total ,6496,6418,6516,98
2016,Zurich,Construction ,Total ,6544,6565,6544,-21
2016,Zurich,SECTOR 3 SERVICES ,Total ,6960,6245,7754,1509
2016,Zurich,Wholesale and retail trade,Total ,5570,4860,6371,1511
2016,Zurich,Transportation and storage,Total ,6525,6004,6726,722
2016,Zurich,Hotels and restaurants,Total ,4495,4416,4583,167
2016,Zurich,Information and communication,Total ,9167,7740,9646,1906
2016,Zurich,Financial and insurance services,Total ,9983,8003,11348,3345
2016,Zurich,Professional services,Total ,8098,7208,8953,1745
2016,Zurich,Other business services,Total ,5273,4586,5751,1165
2016,Zurich,Health and social work,Total ,6757,6524,7427,903
2016,Zurich,Arts and recreation,Total ,6655,6000,7165,1165
,,,,6654,6040,7515,1475
2016,Zurich,TOTAL,T/U/M Management,11339,9863,12131,2268
2016,Zurich,SECTOR 2 PRODUCTION,T/U/M Management,9996,8229,10268,2039
,,,,0,0,0,0
,,,,10290,8461,10697,2236
,,,,11113,0,11117,11117
,,,,9234,7407,9521,2114
2016,Zurich,SECTOR 3 SERVICES ,T/U/M Management,11469,9944,12438,2494
,,,,9827,7810,10242,2432
,,,,10968,9985,11263,1278
2016,Zurich,Hotels and restaurants,T/U/M Management,6395,6162,6651,489
,,,,13409,10442,13655,3213
2016,Zurich,Financial and insurance services,T/U/M Management,17011,14528,17614,3086
2016,Zurich,Professional services,T/U/M Management,13185,11731,13738,2007
2016,Zurich,Other business services,T/U/M Management,9570,7750,10439,2689
2016,Zurich,Health and social work,T/U/M Management,9852,9227,10712,1485
,,,,9259,7473,9544,2071
,,,,9068,7933,9796,1863
2016,Zurich,TOTAL,Lower management,9310,8316,9959,1643
2016,Zurich,SECTOR 2 PRODUCTION,Lower management,8261,7076,8446,1370
,,,,0,0,0,0
2016,Zurich,Manufacturing of Goods,Lower management,8137,6767,8372,1605
,,,,7130,0,7338,7338
,,,,8189,7076,8279,1203
2016,Zurich,SECTOR 3 SERVICES ,Lower management,9478,8358,10225,1867
2016,Zurich,Wholesale and retail trade,Lower management,7979,6427,8873,2446
2016,Zurich,Transportation and storage,Lower management,9260,8712,9445,733
2016,Zurich,Hotels and restaurants,Lower management,5364,5151,5670,519
,,,,10684,9591,10958,1367
2016,Zurich,Financial and insurance services,Lower management,11050,10130,11451,1321
2016,Zurich,Professional services,Lower management,9933,9000,10419,1419
2016,Zurich,Other business services,Lower management,7242,6963,7584,621
2016,Zurich,Health and social work,Lower management,7848,7628,8626,998
,,,,7890,6000,8127,2127
,,,,8619,7977,9461,1484
2016,Zurich,TOTAL,Lowest management,7521,6703,8060,1357
2016,Zurich,SECTOR 2 PRODUCTION,Lowest management,7448,6615,7516,901
,,,,0,0,0,0
2016,Zurich,Manufacturing of Goods,Lowest management,7165,6268,7346,1078
,,,,6444,0,6626,6626
,,,,7500,7000,7520,520
2016,Zurich,SECTOR 3 SERVICES ,Lowest management,7540,6706,8257,1551
2016,Zurich,Wholesale and retail trade,Lowest management,6595,5844,7443,1599
,,,,7111,6665,7111,446
2016,Zurich,Hotels and restaurants,Lowest management,4950,4848,5150,302
,,,,11137,8954,11815,2861
2016,Zurich,Financial and insurance services,Lowest management,9720,8934,10184,1250
2016,Zurich,Professional services,Lowest management,8390,7894,8682,788
,,,,6008,5663,6204,541
2016,Zurich,Health and social work,Lowest management,6753,6563,7090,527
,,,,6427,5910,6648,738
,,,,5794,4802,7197,2395
2016,Zurich,TOTAL,No management,6065,5621,6392,771
2016,Zurich,SECTOR 2 PRODUCTION,No management,6190,5463,6330,867
,,,,6168,0,6151,6151
2016,Zurich,Manufacturing of Goods,No management,6130,5225,6489,1264
2016,Zurich,Waste disposal,No management,6218,6418,6210,-208
2016,Zurich,Construction ,No management,6178,6325,6168,-157
2016,Zurich,SECTOR 3 SERVICES ,No management,6021,5637,6426,789
2016,Zurich,Wholesale and retail trade,No management,5136,4726,5802,1076
2016,Zurich,Transportation and storage,No management,6150,5799,6317,518
2016,Zurich,Hotels and restaurants,No management,4328,4262,4351,89
2016,Zurich,Information and communication,No management,8206,7378,8575,1197
2016,Zurich,Financial and insurance services,No management,7289,6865,7935,1070
2016,Zurich,Professional services,No management,6902,6612,7182,570
2016,Zurich,Other business services,No management,4936,4332,5361,1029
2016,Zurich,Health and social work,No management,6323,6214,6705,491
2016,Zurich,Arts and recreation,No management,6275,5877,6696,819
2016,Zurich,Other service activities,No management,5738,5302,6161,859
2014,Zurich,TOTAL,Total ,6810,6124,7325,1201
2014,Zurich,SECTOR 2 PRODUCTION,Total ,6533,5721,6679,958
,,,,0,0,0,0
2014,Zurich,Manufacturing of Goods,Total ,6548,5394,6886,1492
2014,Zurich,Waste disposal,Total ,6495,6568,6461,-107
2014,Zurich,Construction ,Total ,6473,6464,6473,9
2014,Zurich,SECTOR 3 SERVICES ,Total ,6906,6175,7668,1493
2014,Zurich,Wholesale and retail trade,Total ,5478,4796,6348,1552
,,,,6118,5105,6407,1302
2014,Zurich,Hotels and restaurants,Total ,4463,4331,4642,311
2014,Zurich,Information and communication,Total ,8952,7568,9440,1872
2014,Zurich,Financial and insurance services,Total ,9929,7876,11315,3439
2014,Zurich,Professional services,Total ,7883,7192,8518,1326
2014,Zurich,Other business services,Total ,5608,5301,5810,509
2014,Zurich,Health and social work,Total ,6714,6496,7464,968
2014,Zurich,Arts and recreation,Total ,6793,6242,7245,1003
2014,Zurich,Other service activities,Total ,6179,5403,7228,1825
2014,Zurich,TOTAL,T/U/M Management,11482,9607,12468,2861
2014,Zurich,SECTOR 2 PRODUCTION,T/U/M Management,9967,8147,10179,2032
,,,,0,0,0,0
2014,Zurich,Manufacturing of Goods,T/U/M Management,10241,8153,10521,2368
,,,,10766,0,10818,10818
,,,,9093,0,9223,9223
2014,Zurich,SECTOR 3 SERVICES ,T/U/M Management,11693,9678,12857,3179
2014,Zurich,Wholesale and retail trade,T/U/M Management,9526,7739,10191,2452
,,,,10428,9693,10730,1037
2014,Zurich,Hotels and restaurants,T/U/M Management,6638,6163,6963,800
2014,Zurich,Information and communication,T/U/M Management,12063,9685,12317,2632
2014,Zurich,Financial and insurance services,T/U/M Management,16429,14397,16965,2568
,,,,13773,11471,14266,2795
2014,Zurich,Other business services,T/U/M Management,9583,8699,10196,1497
2014,Zurich,Health and social work,T/U/M Management,9966,9059,11006,1947
,,,,9524,8557,11055,2498
,,,,9203,8328,10234,1906
2014,Zurich,TOTAL,Lower management,9260,8319,9845,1526
2014,Zurich,SECTOR 2 PRODUCTION,Lower management,8460,8078,8502,424
,,,,0,0,0,0
2014,Zurich,Manufacturing of Goods,Lower management,8456,8254,8516,262
,,,,8503,0,8744,8744
,,,,8150,7426,8254,828
2014,Zurich,SECTOR 3 SERVICES ,Lower management,9366,8328,10067,1739
,,,,8328,7000,8990,1990
2014,Zurich,Transportation and storage,Lower management,9316,8477,9447,970
,,,,5108,4694,5469,775
2014,Zurich,Information and communication,Lower management,10839,9841,11029,1188
2014,Zurich,Financial and insurance services,Lower management,10610,9764,10952,1188
2014,Zurich,Professional services,Lower management,10069,8951,10544,1593
2014,Zurich,Other business services,Lower management,7326,6905,7446,541
2014,Zurich,Health and social work,Lower management,8008,7744,8544,800
,,,,7207,6057,7600,1543
2014,Zurich,Other service activities,Lower management,7327,6853,7730,877
2014,Zurich,TOTAL,Lowest management,7460,6756,7870,1114
2014,Zurich,SECTOR 2 PRODUCTION,Lowest management,7434,6877,7512,635
,,,,0,0,0,0
2014,Zurich,Manufacturing of Goods,Lowest management,7612,6862,7764,902
,,,,6954,0,6971,6971
,,,,7206,6473,7233,760
2014,Zurich,SECTOR 3 SERVICES ,Lowest management,7461,6756,7976,1220
2014,Zurich,Wholesale and retail trade,Lowest management,6884,6074,7387,1313
,,,,7322,7325,7322,-3
2014,Zurich,Hotels and restaurants,Lowest management,5031,4782,5262,480
,,,,10641,8843,11001,2158
2014,Zurich,Financial and insurance services,Lowest management,8373,7739,8956,1217
2014,Zurich,Professional services,Lowest management,8299,7650,8669,1019
2014,Zurich,Other business services,Lowest management,6376,6395,6356,-39
2014,Zurich,Health and social work,Lowest management,6781,6511,7555,1044
,,,,6264,0,0,0
,,,,7129,5830,7364,1534
2014,Zurich,TOTAL,No management,5988,5472,6301,829
2014,Zurich,SECTOR 2 PRODUCTION,No management,6176,5390,6309,919
,,,,0,0,0,0
2014,Zurich,Manufacturing of Goods,No management,6105,5173,6437,1264
2014,Zurich,Waste disposal,No management,6121,6439,6092,-347
2014,Zurich,Construction ,No management,6185,6310,6181,-129
2014,Zurich,SECTOR 3 SERVICES ,No management,5913,5482,6299,817
2014,Zurich,Wholesale and retail trade,No management,5042,4676,5769,1093
,,,,5748,4836,6098,1262
2014,Zurich,Hotels and restaurants,No management,4275,4226,4334,108
2014,Zurich,Information and communication,No management,8052,7168,8494,1326
2014,Zurich,Financial and insurance services,No management,7031,6710,7585,875
2014,Zurich,Professional services,No management,6663,6481,6760,279
2014,Zurich,Other business services,No management,5314,5033,5459,426
2014,Zurich,Health and social work,No management,6319,6217,6693,476
2014,Zurich,Arts and recreation,No management,6483,6043,6787,744
2014,Zurich,Other service activities,No management,5297,4780,5806,1026
2012,Zurich,TOTAL,Total ,6900,6192,7500,1308
2012,Zurich,SECTOR 2 PRODUCTION,Total ,6500,5595,6659,1064
,,,,5840,0,5876,5876
2012,Zurich,Manufacturing of Goods,Total ,6586,5419,6934,1515
2012,Zurich,Waste disposal,Total ,6602,6492,6625,133
2012,Zurich,Construction ,Total ,6335,6016,6358,342
2012,Zurich,SECTOR 3 SERVICES ,Total ,7026,6245,7901,1656
2012,Zurich,Wholesale and retail trade,Total ,5403,4727,6397,1670
2012,Zurich,Transportation and storage,Total ,6156,5502,6420,918
2012,Zurich,Hotels and restaurants,Total ,4412,4305,4633,328
2012,Zurich,Information and communication,Total ,8834,7262,9465,2203
2012,Zurich,Financial and insurance services,Total ,9907,7814,11218,3404
2012,Zurich,Professional services,Total ,7971,6918,8976,2058
,,,,5042,4379,5571,1192
2012,Zurich,Health and social work,Total ,6679,6450,7387,937
,,,,6500,5910,7092,1182
2012,Zurich,Other service activities,Total ,5970,5431,6500,1069
2012,Zurich,TOTAL,T/U/M Management,10709,9071,11826,2755
2012,Zurich,SECTOR 2 PRODUCTION,T/U/M Management,10312,8359,10534,2175
,,,,0,0,0,0
2012,Zurich,Manufacturing of Goods,T/U/M Management,10600,8095,10912,2817
,,,,11219,0,11493,11493
,,,,9524,8591,9624,1033
2012,Zurich,SECTOR 3 SERVICES ,T/U/M Management,10774,9091,12045,2954
2012,Zurich,Wholesale and retail trade,T/U/M Management,9711,7568,10776,3208
,,,,10821,8501,11258,2757
2012,Zurich,Hotels and restaurants,T/U/M Management,6445,6109,6667,558
2012,Zurich,Information and communication,T/U/M Management,12431,9480,12778,3298
2012,Zurich,Financial and insurance services,T/U/M Management,16613,14392,17067,2675
,,,,13843,11395,14314,2919
,,,,8934,7529,8986,1457
2012,Zurich,Health and social work,T/U/M Management,9652,8724,10652,1928
,,,,8731,7461,9405,1944
,,,,8708,7851,9196,1345
2012,Zurich,TOTAL,Lower management,8940,7936,9524,1588
2012,Zurich,SECTOR 2 PRODUCTION,Lower management,8180,7141,8335,1194
,,,,0,0,0,0
2012,Zurich,Manufacturing of Goods,Lower management,8217,7405,8385,980
,,,,8691,0,8865,8865
,,,,7957,6150,8130,1980
2012,Zurich,SECTOR 3 SERVICES ,Lower management,9066,7979,9760,1781
2012,Zurich,Wholesale and retail trade,Lower management,8028,6190,8908,2718
2012,Zurich,Transportation and storage,Lower management,9467,8921,9602,681
2012,Zurich,Hotels and restaurants,Lower management,5673,5331,5847,516
,,,,10310,8544,10579,2035
2012,Zurich,Financial and insurance services,Lower management,10714,10050,10985,935
2012,Zurich,Professional services,Lower management,9842,8763,10306,1543
2012,Zurich,Other business services,Lower management,7265,6736,7584,848
2012,Zurich,Health and social work,Lower management,7925,7700,8258,558
,,,,7141,6325,7296,971
,,,,6551,6444,6952,508
2012,Zurich,TOTAL,Lowest management,7143,6567,7470,903
2012,Zurich,SECTOR 2 PRODUCTION,Lowest management,7212,6941,7255,314
,,,,0,0,0,0
2012,Zurich,Manufacturing of Goods,Lowest management,7227,6492,7334,842
,,,,7753,0,7859,7859
,,,,7067,7725,7004,-721
2012,Zurich,SECTOR 3 SERVICES ,Lowest management,7142,6542,7576,1034
2012,Zurich,Wholesale and retail trade,Lowest management,6387,5707,7002,1295
,,,,7129,6516,7444,928
2012,Zurich,Hotels and restaurants,Lowest management,4985,4881,5074,193
2012,Zurich,Information and communication,Lowest management,9208,8341,9542,1201
2012,Zurich,Financial and insurance services,Lowest management,8604,8175,9004,829
2012,Zurich,Professional services,Lowest management,8223,8010,8360,350
,,,,6089,5690,6187,497
2012,Zurich,Health and social work,Lowest management,6380,6129,7030,901
,,,,6660,5659,7234,1575
,,,,5554,4771,6825,2054
2012,Zurich,TOTAL,No management,6074,5550,6422,872
2012,Zurich,SECTOR 2 PRODUCTION,No management,6088,5366,6225,859
,,,,5636,0,5687,5687
2012,Zurich,Manufacturing of Goods,No management,6120,5225,6445,1220
2012,Zurich,Waste disposal,No management,6190,6217,6190,-27
2012,Zurich,Construction ,No management,6007,5682,6030,348
2012,Zurich,SECTOR 3 SERVICES ,No management,6069,5573,6509,936
2012,Zurich,Wholesale and retail trade,No management,4973,4602,5727,1125
2012,Zurich,Transportation and storage,No management,5853,5229,6085,856
2012,Zurich,Hotels and restaurants,No management,4218,4147,4243,96
2012,Zurich,Information and communication,No management,8136,7040,8667,1627
2012,Zurich,Financial and insurance services,No management,7063,6676,7746,1070
2012,Zurich,Professional services,No management,6703,6341,7122,781
,,,,4751,4036,5108,1072
2012,Zurich,Health and social work,No management,6283,6196,6599,403
,,,,6071,5616,6707,1091
2012,Zurich,Other service activities,No management,5141,4747,5502,755
